epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,4319.58,0.87032,0.42996,0.92234,0.9598,0.93157,0.97328,0.7187,0.95849,0.42305,0.97612,0.0003566,0.0003566,0.0003566
85,4370.31,0.86994,0.42579,0.92654,0.95437,0.93695,0.97499,0.723,0.95396,0.41887,0.9754,0.0003368,0.0003368,0.0003368
86,4421.23,0.86748,0.41791,0.92555,0.9596,0.92486,0.97522,0.71931,0.95496,0.42459,0.9795,0.000317,0.000317,0.000317
87,4472.43,0.86665,0.41789,0.92691,0.96067,0.92486,0.97379,0.71995,0.96025,0.42266,0.98249,0.0002972,0.0002972,0.0002972
88,4523.46,0.86088,0.4109,0.92159,0.96307,0.92197,0.97361,0.72266,0.95463,0.42403,0.97781,0.0002774,0.0002774,0.0002774
89,4574.31,0.86085,0.41374,0.92355,0.95867,0.93853,0.97421,0.72596,0.95146,0.41136,0.97434,0.0002576,0.0002576,0.0002576
90,4625.67,0.85819,0.41176,0.91901,0.95435,0.9422,0.97363,0.7188,0.95727,0.41544,0.97684,0.0002378,0.0002378,0.0002378
91,4694.48,0.81963,0.37707,0.91015,0.95114,0.93642,0.97283,0.71632,0.95687,0.4234,0.97978,0.000218,0.000218,0.000218
92,4745.4,0.82085,0.37042,0.91043,0.94351,0.94136,0.97514,0.7249,0.95252,0.42101,0.97721,0.0001982,0.0001982,0.0001982
93,4796.36,0.81426,0.36867,0.91072,0.96344,0.92486,0.97326,0.7196,0.95781,0.42328,0.97806,0.0001784,0.0001784,0.0001784
94,4846.79,0.80504,0.36144,0.90599,0.95118,0.9292,0.97472,0.72202,0.95257,0.42159,0.97702,0.0001586,0.0001586,0.0001586
95,4897.58,0.81036,0.36137,0.91638,0.96375,0.92203,0.97448,0.72381,0.95449,0.41847,0.97626,0.0001388,0.0001388,0.0001388
96,4948.75,0.79286,0.35822,0.90549,0.95886,0.92341,0.97654,0.72632,0.94737,0.41533,0.97266,0.000119,0.000119,0.000119
97,4999.79,0.79655,0.35385,0.90433,0.9553,0.92659,0.97563,0.7266,0.95111,0.41721,0.9741,9.92e-05,9.92e-05,9.92e-05
98,5050.61,0.78832,0.35438,0.90148,0.97516,0.90752,0.97487,0.72441,0.94928,0.41849,0.97351,7.94e-05,7.94e-05,7.94e-05
99,5101.68,0.78713,0.34952,0.90538,0.94732,0.93545,0.97437,0.7247,0.95032,0.41703,0.97443,5.96e-05,5.96e-05,5.96e-05
100,5152.58,0.78482,0.34827,0.90154,0.94788,0.93353,0.97557,0.72482,0.94507,0.41452,0.97233,3.98e-05,3.98e-05,3.98e-05
